country,sex,age,suicide_prob
montenegro,male,55-74,0.0021115781002049
montenegro,male,75+,0.0038389448711456
netherlands,female,15-24,0.0010930763203691
netherlands,female,25-34,0.0019951201570721
netherlands,female,35-54,0.002947701720518
netherlands,female,5-14,5.940787044192574e-05
netherlands,female,55-74,0.0032208404283596
netherlands,female,75+,0.0030245505140792
netherlands,male,15-24,0.0027473314305856
netherlands,male,25-34,0.004626035140918
netherlands,male,35-54,0.0059336542081221
netherlands,male,5-14,0.0001350687472703
netherlands,male,55-74,0.0058154937803988
netherlands,male,75+,0.0090666230037251
new zealand,female,15-24,0.0027070204689126
new zealand,female,25-34,0.0022640557494549
new zealand,female,35-54,0.0021273601400077
new zealand,female,5-14,0.0002097104180116
new zealand,female,55-74,0.0017734938664968
new zealand,female,75+,0.0016624246119717
new zealand,male,15-24,0.0091904436003552
new zealand,male,25-34,0.0087585128247592
new zealand,male,35-54,0.0069000832627643
new zealand,male,5-14,0.0003421151066883
new zealand,male,55-74,0.0060877257024924
new zealand,male,75+,0.0080600331296796
nicaragua,female,15-24,0.0004054582705099
nicaragua,female,25-34,0.000172385729885
nicaragua,female,35-54,0.0001143937720723
nicaragua,female,5-14,8.517080728718644e-05
nicaragua,female,55-74,9.697300733474404e-05
nicaragua,female,75+,4.211502080426758e-05
nicaragua,male,15-24,0.0007516907558279
nicaragua,male,25-34,0.0009071185227382
nicaragua,male,35-54,0.0006915568552805
nicaragua,male,5-14,4.568110207207093e-05
nicaragua,male,55-74,0.0006999972249856
nicaragua,male,75+,0.0007158269175701
norway,female,15-24,0.0017612730396431
norway,female,25-34,0.0022766870847537
norway,female,35-54,0.0029708285294647
norway,female,5-14,0.00012794406808
norway,female,55-74,0.0029237461228399
norway,female,75+,0.001701555582495
norway,male,15-24,0.00610839926625
norway,male,25-34,0.0067896218653667
norway,male,35-54,0.0068250282468683
norway,male,5-14,0.0003168697454927
norway,male,55-74,0.007002576360211
norway,male,75+,0.0077831815873866
oman,female,15-24,0.0
oman,female,25-34,0.0
oman,female,35-54,0.0
oman,female,5-14,0.0
oman,female,55-74,0.0
oman,female,75+,0.0
oman,male,15-24,1.8801111986688537e-05
oman,male,25-34,2.4758546508425976e-05
oman,male,35-54,1.825981777463553e-05
oman,male,5-14,0.0
oman,male,55-74,1.7914188493767698e-05
oman,male,75+,0.0001851337591409
panama,female,15-24,0.0007164061636091
panama,female,25-34,0.0003752769082443
panama,female,35-54,0.0003509251809037
panama,female,5-14,6.754564705370763e-05
panama,female,55-74,0.0004023724639903
panama,female,75+,0.0005213779715829
panama,male,15-24,0.0022883689688921
panama,male,25-34,0.002991962373247
panama,male,35-54,0.002565737892975
panama,male,5-14,0.000144111853166
panama,male,55-74,0.0028994354283531
panama,male,75+,0.0041179731007158
paraguay,female,15-24,0.0012487397163004
paraguay,female,25-34,0.0005314671262023
paraguay,female,35-54,0.0005473992369627
paraguay,female,5-14,0.0002339114660861
paraguay,female,55-74,0.0005195140977547
paraguay,female,75+,0.0003914095915573
paraguay,male,15-24,0.0019091676043274
paraguay,male,25-34,0.0016712240697538
paraguay,male,35-54,0.0015738729261766
paraguay,male,5-14,0.0001506883666842
paraguay,male,55-74,0.0019136427020847
paraguay,male,75+,0.0029727549256463
philippines,female,15-24,0.0002658742115107
philippines,female,25-34,0.0001817081014969
philippines,female,35-54,0.0001468412039802
philippines,female,5-14,2.0168956584580326e-05
philippines,female,55-74,0.0001410174426914
philippines,female,75+,0.0002284423929143
philippines,male,15-24,0.0005863808935006
philippines,male,25-34,0.0006525686018802
philippines,male,35-54,0.0005260186149533
philippines,male,5-14,2.8315611488112667e-05
philippines,male,55-74,0.0005971345005671
philippines,male,75+,0.0009838778688377
poland,female,15-24,0.0006366757083584
poland,female,25-34,0.0007501181566245
poland,female,35-54,0.0015546913611448
poland,female,5-14,7.526671337773417e-05
poland,female,55-74,0.0017453482464968
poland,female,75+,0.0014435949679945
poland,male,15-24,0.0045787076494648
poland,male,25-34,0.0063005814773128
poland,male,35-54,0.0097896351514437
poland,male,5-14,0.0002546827593513
poland,male,55-74,0.0091550491149752
poland,male,75+,0.0076916918159499
portugal,female,15-24,0.0005283028750638
portugal,female,25-34,0.0007507772462824
portugal,female,35-54,0.0011015536638277
portugal,female,5-14,5.0452473526514174e-05
portugal,female,55-74,0.0018701291891735
portugal,female,75+,0.0029192688028354
portugal,male,15-24,0.0014821974242358
portugal,male,25-34,0.0027866964659811
portugal,male,35-54,0.0037571415816453
portugal,male,5-14,7.45326240539672e-05
portugal,male,55-74,0.006402707829163
portugal,male,75+,0.0150101912615541
puerto rico,female,15-24,0.0003717437155594
puerto rico,female,25-34,0.0006176449070134
puerto rico,female,35-54,0.000893232581325
puerto rico,female,5-14,4.0702370515972535e-05
puerto rico,female,55-74,0.0009278644917256
puerto rico,female,75+,0.0005864065707678
puerto rico,male,15-24,0.0027543200229071
puerto rico,male,25-34,0.0055524824386665
puerto rico,male,35-54,0.0071553900896237
puerto rico,male,5-14,0.0001338394299327
puerto rico,male,55-74,0.0075571565556467
puerto rico,male,75+,0.0113020602576564
qatar,female,15-24,0.000143804309427
qatar,female,25-34,0.0002105470000901
qatar,female,35-54,0.0001945735909264
qatar,female,5-14,0.0
qatar,female,55-74,4.450576349637278e-05
qatar,female,75+,0.0
qatar,male,15-24,0.0005358679554372
qatar,male,25-34,0.0004890099440035
qatar,male,35-54,0.0005679051167503
qatar,male,5-14,1.6308158971933657e-05
qatar,male,55-74,0.0003173358120576
qatar,male,75+,0.00066181336863
republic of korea,female,15-24,0.0025515884907373
republic of korea,female,25-34,0.0039555805990362
republic of korea,female,35-54,0.0036153948659219
republic of korea,female,5-14,0.0002188301816567
republic of korea,female,55-74,0.0048496132552015
republic of korea,female,75+,0.0123605666110353
republic of korea,male,15-24,0.0037813530074787
republic of korea,male,25-34,0.0066600124260321
republic of korea,male,35-54,0.0095031416518329
republic of korea,male,5-14,0.0002123202201171
republic of korea,male,55-74,0.0152146570687365
republic of korea,male,75+,0.0305818960335876
romania,female,15-24,0.000662579614379
romania,female,25-34,0.0007730884615095
romania,female,35-54,0.0014763253026838
romania,female,5-14,9.832588709016004e-05
romania,female,55-74,0.0020337821992754
romania,female,75+,0.0023470885691204
romania,male,15-24,0.0029049700188261
romania,male,25-34,0.0048456465278822
romania,male,35-54,0.0087062300602897
romania,male,5-14,0.0003404939822823
romania,male,55-74,0.0087153821164339
romania,male,75+,0.0088106206077422
russian federation,female,15-24,0.0021183252567913
russian federation,female,25-34,0.0024451368055121
russian federation,female,35-54,0.0030346025474758
russian federation,female,5-14,0.0002347008375727
russian federation,female,55-74,0.0038299501073614
russian federation,female,75+,0.0071313567783303
russian federation,male,15-24,0.0115643416697776
russian federation,male,25-34,0.0187046009033655
russian federation,male,35-54,0.0207539277924526
russian federation,male,5-14,0.0007207973903822
russian federation,male,55-74,0.0193851420296508
russian federation,male,75+,0.0231285586663871
saint kitts and nevis,female,15-24,0.0
saint kitts and nevis,female,25-34,0.0
saint kitts and nevis,female,35-54,0.0
saint kitts and nevis,female,5-14,0.0
saint kitts and nevis,female,55-74,0.0
saint kitts and nevis,female,75+,0.0
saint kitts and nevis,male,15-24,0.0
saint kitts and nevis,male,25-34,0.0
saint kitts and nevis,male,35-54,0.0
saint kitts and nevis,male,5-14,0.0
saint kitts and nevis,male,55-74,0.0
saint kitts and nevis,male,75+,0.0
saint lucia,female,15-24,0.0005934727738488
saint lucia,female,25-34,0.0005126872051759
saint lucia,female,35-54,0.0004668757907536
saint lucia,female,5-14,6.535947712418301e-05
saint lucia,female,55-74,0.0008533337431735
saint lucia,female,75+,0.0015702875945614
saint lucia,male,15-24,0.002136117911342
saint lucia,male,25-34,0.0041312705446044
saint lucia,male,35-54,0.0047983952645431
saint lucia,male,5-14,0.000207538836273
saint lucia,male,55-74,0.004682539977503
saint lucia,male,75+,0.0041825514441741
saint vincent and grenadines,female,15-24,0.0001014301653311
saint vincent and grenadines,female,25-34,0.0001232741617357
saint vincent and grenadines,female,35-54,0.0005779077072778
saint vincent and grenadines,female,5-14,0.0001102414287289
saint vincent and grenadines,female,55-74,0.0001641766540797
saint vincent and grenadines,female,75+,0.0
saint vincent and grenadines,male,15-24,0.0017003171670262
saint vincent and grenadines,male,25-34,0.0036157770766237
saint vincent and grenadines,male,35-54,0.0039889546215238
saint vincent and grenadines,male,5-14,0.0001855095673254
saint vincent and grenadines,male,55-74,0.0020486379942598
saint vincent and grenadines,male,75+,0.00465028096391
san marino,female,15-24,0.0
san marino,female,25-34,0.0
san marino,female,35-54,0.0
san marino,female,5-14,0.0
san marino,female,55-74,0.0
san marino,female,75+,0.0
san marino,male,15-24,0.0
san marino,male,25-34,0.0004725897920604
san marino,male,35-54,0.0002501250625312
san marino,male,5-14,0.0
san marino,male,55-74,0.0007335270851062
san marino,male,75+,0.0
serbia,female,15-24,0.0004585027082258
serbia,female,25-34,0.0008676984294456
serbia,female,35-54,0.001608753546428
serbia,female,5-14,2.4494319658375107e-05
serbia,female,55-74,0.0030012080561292
serbia,female,75+,0.0057205486138753
serbia,male,15-24,0.0018634055033789
serbia,male,25-34,0.0030818959412782
serbia,male,35-54,0.005067826780238
serbia,male,5-14,7.403472539365449e-05
serbia,male,55-74,0.0080251080366302
serbia,male,75+,0.0180815014047513
seychelles,female,15-24,0.0003012030664204
seychelles,female,25-34,0.0002657814697067
seychelles,female,35-54,0.0003563009281384
seychelles,female,5-14,0.0001433280779704
seychelles,female,55-74,0.0
seychelles,female,75+,0.0
seychelles,male,15-24,0.0017262808231286
seychelles,male,25-34,0.0022807731776195
seychelles,male,35-54,0.0042651279524261
seychelles,male,5-14,0.0
seychelles,male,55-74,0.0027228779612538
seychelles,male,75+,0.0040955072442864
singapore,female,15-24,0.001958734558965
singapore,female,25-34,0.0023421838496158
singapore,female,35-54,0.0025390536600376
singapore,female,5-14,0.0001925928917575
singapore,female,55-74,0.0040430519276825
singapore,female,75+,0.0124894066247702
singapore,male,15-24,0.0026793454622559
singapore,male,25-34,0.0040396109787686
singapore,male,35-54,0.0046234191088925
singapore,male,5-14,0.0001748923652914
singapore,male,55-74,0.0070814135991619
singapore,male,75+,0.0212455431371525
slovakia,female,15-24,0.0003515391894647
slovakia,female,25-34,0.0004690765895947
slovakia,female,35-54,0.0011155277382899
slovakia,female,5-14,3.714450839824568e-05
slovakia,female,55-74,0.0012117712482979
slovakia,female,75+,0.0013278210541214
slovakia,male,15-24,0.0023875964137521
slovakia,male,25-34,0.0039396672724915
slovakia,male,35-54,0.0069916599874214
slovakia,male,5-14,0.0001253504499039
slovakia,male,55-74,0.0067700815888656
slovakia,male,75+,0.0084546311404774
slovenia,female,15-24,0.0009543569258778
slovenia,female,25-34,0.0012065057556188
slovenia,female,35-54,0.0025509620253528
slovenia,female,5-14,9.293557840789336e-05
slovenia,female,55-74,0.003845325383575
slovenia,female,75+,0.0045567370826248
slovenia,male,15-24,0.0044491615131953
slovenia,male,25-34,0.0063355044304157
slovenia,male,35-54,0.010508830398911
slovenia,male,5-14,0.000235736412473
slovenia,male,55-74,0.0136669679680422
slovenia,male,75+,0.0217234596676675
south africa,female,15-24,0.0001142098773312
south africa,female,25-34,8.101413817182996e-05
south africa,female,35-54,7.469550012505544e-05
south africa,female,5-14,1.2082065413878636e-05
south africa,female,55-74,6.707633869364543e-05
south africa,female,75+,0.0001318609140269
south africa,male,15-24,0.0002915197798724
south africa,male,25-34,0.0004258757402125
south africa,male,35-54,0.0003366203098884
south africa,male,5-14,1.947525396734264e-05
south africa,male,55-74,0.0002722856134915
south africa,male,75+,0.0004880142550174
spain,female,15-24,0.0005324299713136
spain,female,25-34,0.0008105036727961
spain,female,35-54,0.0012431926584165
spain,female,5-14,3.918061715064908e-05
spain,female,55-74,0.0019995728146159
spain,female,75+,0.0027258646088744
spain,male,15-24,0.0020261720323915
spain,male,25-34,0.0032326063044549
spain,male,35-54,0.0039676554836626
spain,male,5-14,0.0001021081338718
spain,male,55-74,0.0056679022847228
spain,male,75+,0.0127434964018408
sri lanka,female,15-24,0.0033917473482736
sri lanka,female,25-34,0.0021639273160415
sri lanka,female,35-54,0.0012557957457237
sri lanka,female,5-14,0.0002083066397224
sri lanka,female,55-74,0.0011841581578051
sri lanka,female,75+,0.0020252911231107
sri lanka,male,15-24,0.0048539109498405
sri lanka,male,25-34,0.0065958034100472
sri lanka,male,35-54,0.0068183486696732
sri lanka,male,5-14,0.0001995104547297
sri lanka,male,55-74,0.0073126488399716
sri lanka,male,75+,0.0105797641973629
suriname,female,15-24,0.0041847624870365
suriname,female,25-34,0.0028953615590982
suriname,female,35-54,0.0024796344776595
suriname,female,5-14,0.0007552916721947
suriname,female,55-74,0.0035878806704307
suriname,female,75+,0.003698405820175
suriname,male,15-24,0.00670338693709
suriname,male,25-34,0.011198744759444
suriname,male,35-54,0.0108373179646569
suriname,male,5-14,0.0005410214616914
suriname,male,55-74,0.0087060118954916
suriname,male,75+,0.0160356505491149
sweden,female,15-24,0.0018067127140484
sweden,female,25-34,0.0022845868066603
sweden,female,35-54,0.0033651852495486
sweden,female,5-14,0.0001197680027062
sweden,female,55-74,0.0033969315815724
sweden,female,75+,0.0033696651656844
sweden,male,15-24,0.0040754316930066
sweden,male,25-34,0.0059437206679583
sweden,male,35-54,0.0077187902392811
sweden,male,5-14,0.0001231686904255
sweden,male,55-74,0.0083046680360237
sweden,male,75+,0.0119686652252794
switzerland,female,15-24,0.0010453231257875
switzerland,female,25-34,0.0013220778963221
switzerland,female,35-54,0.0022124872413264
switzerland,female,5-14,6.205177559991656e-05
switzerland,female,55-74,0.0032150824091875
switzerland,female,75+,0.0045056963465093
switzerland,male,15-24,0.0035132038807859
switzerland,male,25-34,0.0040364107457345
switzerland,male,35-54,0.0056046274339228
switzerland,male,5-14,0.000106664276658
switzerland,male,55-74,0.0072947284581792
switzerland,male,75+,0.0150221676362442
thailand,female,15-24,0.0012160334866144
thailand,female,25-34,0.0011591026024981
thailand,female,35-54,0.0011233594184279
thailand,female,5-14,8.974734415461962e-05
thailand,female,55-74,0.0010919295436194
thailand,female,75+,0.0010987742394914
thailand,male,15-24,0.0029626981088702
thailand,male,25-34,0.0042511307180729
thailand,male,35-54,0.0034475977086755
thailand,male,5-14,0.0001118617725838
thailand,male,55-74,0.0034545653849105
thailand,male,75+,0.0036192184040721
trinidad and tobago,female,15-24,0.0022150574237733
trinidad and tobago,female,25-34,0.0018015024787494
trinidad and tobago,female,35-54,0.0014842407713897
trinidad and tobago,female,5-14,0.0003312122126124
trinidad and tobago,female,55-74,0.0012446267343014
trinidad and tobago,female,75+,0.0014275888304121
trinidad and tobago,male,15-24,0.0050221532707429
trinidad and tobago,male,25-34,0.0083546697048013
trinidad and tobago,male,35-54,0.0075372720634804
trinidad and tobago,male,5-14,0.0001874916336092
trinidad and tobago,male,55-74,0.0070638316858955
trinidad and tobago,male,75+,0.0081262750124322
turkey,female,15-24,0.0001172760180221
turkey,female,25-34,7.451046505442825e-05
turkey,female,35-54,7.255114355210482e-05
turkey,female,5-14,2.2723009519984287e-05
turkey,female,55-74,7.712322172594608e-05
turkey,female,75+,0.0001205955871861
turkey,male,15-24,0.0002256667311025
turkey,male,25-34,0.0002506612176008
turkey,male,35-54,0.0002660803942573
turkey,male,5-14,2.308340853989445e-05
turkey,male,55-74,0.0002939251087114
turkey,male,75+,0.0004476037771691
turkmenistan,female,15-24,0.0019820836528059
turkmenistan,female,25-34,0.0012389803402738
turkmenistan,female,35-54,0.0009281149377856
turkmenistan,female,5-14,0.0001374665830758
turkmenistan,female,55-74,0.0014580027131178
turkmenistan,female,75+,0.002405395963423
turkmenistan,male,15-24,0.0040589528136672
turkmenistan,male,25-34,0.0050375012300869
turkmenistan,male,35-54,0.0052661778597832
turkmenistan,male,5-14,0.0003223960527447
turkmenistan,male,55-74,0.0037093895172512
turkmenistan,male,75+,0.003402568587036
ukraine,female,15-24,0.0012471505066629
ukraine,female,25-34,0.0016147581732234
ukraine,female,35-54,0.0025611806116303
ukraine,female,5-14,0.0001561469877352
ukraine,female,55-74,0.0036457143902413
ukraine,female,75+,0.0057459894078586
ukraine,male,15-24,0.0065972506041397
ukraine,male,25-34,0.0123712229693759
ukraine,male,35-54,0.0167742014118775
ukraine,male,5-14,0.0004956621727003
ukraine,male,55-74,0.0171682367577357
ukraine,male,75+,0.0209387177575321
united arab emirates,female,15-24,8.387826898120009e-05
united arab emirates,female,25-34,9.157772040513977e-05
united arab emirates,female,35-54,5.304905287388127e-05
united arab emirates,female,5-14,6.326651335081598e-06
united arab emirates,female,55-74,0.0001132881314351
united arab emirates,female,75+,0.0
united arab emirates,male,15-24,0.0001085734408851
united arab emirates,male,25-34,0.0001286459841134
united arab emirates,male,35-54,0.0001395209708129
united arab emirates,male,5-14,0.0
united arab emirates,male,55-74,0.0001294247463749
united arab emirates,male,75+,9.463423866754992e-05
united kingdom,female,15-24,0.0007096863921121
united kingdom,female,25-34,0.0011630132926203
united kingdom,female,35-54,0.0015027144424659
united kingdom,female,5-14,2.5711337161368145e-05
united kingdom,female,55-74,0.0014609123794386
united kingdom,female,75+,0.0014663430564232
united kingdom,male,15-24,0.0029696557595196
united kingdom,male,25-34,0.0049172258407557
united kingdom,male,35-54,0.0052504014709493
united kingdom,male,5-14,3.993075507646129e-05
united kingdom,male,55-74,0.0038110343710417
united kingdom,male,75+,0.0045925694855634
united states,female,15-24,0.0011701720050694
united states,female,25-34,0.0016435266401767
united states,female,35-54,0.0023600811508637
united states,female,5-14,0.0001282232998705
united states,female,55-74,0.0019155653039812
united states,female,75+,0.0014807439851267
united states,male,15-24,0.0058645464605873
united states,male,25-34,0.0071430254462538
united states,male,35-54,0.0075848756997386
united states,male,5-14,0.0003266935262401
united states,male,55-74,0.0079687976262286
united states,male,75+,0.013823091530386
uruguay,female,15-24,0.0013516433373181
uruguay,female,25-34,0.0015527112146589
uruguay,female,35-54,0.0022375044893694
uruguay,female,5-14,0.0001626997252016
uruguay,female,55-74,0.0027791560448767
uruguay,female,75+,0.0028590380468372
uruguay,male,15-24,0.0054575883908287
uruguay,male,25-34,0.0068987465400617
uruguay,male,35-54,0.0075254908402897
uruguay,male,5-14,0.0002299566519745
uruguay,male,55-74,0.0115979617410538
uruguay,male,75+,0.0227380219769449
uzbekistan,female,15-24,0.0014474385231889
uzbekistan,female,25-34,0.0010783623601978
uzbekistan,female,35-54,0.0007714219101129
uzbekistan,female,5-14,0.0001217270813817
uzbekistan,female,55-74,0.0008984303502319
uzbekistan,female,75+,0.0014067383480534
uzbekistan,male,15-24,0.0023173486784857
uzbekistan,male,25-34,0.0032845358161972
uzbekistan,male,35-54,0.0040691395113903
uzbekistan,male,5-14,0.0003530643376177
uzbekistan,male,55-74,0.0032659330824198
uzbekistan,male,75+,0.002367655629336
